Username,Handle,Timestamp,Tweet Text,Comments,Retweets,Likes
Yehudis,@YehudisUM,2023-03-24T12:00:15.000Z,"I asked chatGPT to tell me a question it's never been asked before and the answer led to an emotion called ""euphorance""",5,14,75
Forbes,@Forbes,2023-03-24T22:45:05.000Z,What's the difference between Google's Bard and ChatGPT? https://trib.al/CnGaK05,10,14,41
Alexander Slesarenko,@avslesarenko,2023-03-24T21:49:43.000Z,"Hey ergonauts, I just taught ChatGPT to write Ergo contracts. What should I ask it to do next? ",3,16,51
Ehtisham_Ejaz,@Hitmayn51,2023-03-24T15:43:50.000Z,"#آئین_پاکستان_سے_غداری_نامنظور
A beautiful picture of Masjid Al-Haram on first Ramadan 

#imrankhanPTI
#ImranKhanArrest
#PakvsAfg
#rain
#ChatGPT",,22,132
Rowan Cheung,@rowancheung,2023-03-24T15:36:03.000Z,"Using the right AI tools can turn you superhuman.

Here are over 200+ of the top AI tools other than ChatGPT from my newsletter:",22,97,443
Mwende,@Brenda__Shay,2023-03-24T09:20:36.000Z,Sharing my problems with ChatGPT to find solutions because I hate opening up to people ,5,33,113
Jerry Liu,@jerryjliu0,2023-03-25T00:00:10.000Z,"How do you easily build a QA bot with the 
@openAI
 ChatGPT Retrieval Plugin, in 5 lines of code? 

Here’s *part 2* of plugin integrations into 
@gpt_index
, before the weekend hits: 
- ChatGPT retrieval plugin data loader in LlamaHub! 
- ChatGPT retrieval plugin index!",1,18,74
Joseph Azar,@parazar,2023-03-24T21:11:53.000Z,"What a good boy this ChatGPT
I asked him to compute some Velocity Logic, I had some difficulties with. He helped me on  a tiny part of my code, but I explained to him what my existent structure is.
some Fragment Shader with FBO technique. 
#ChatGPT #threejs #r3f",2,3,35
MarketWatch,@MarketWatch,2023-03-25T01:16:45.000Z,"Why can’t we just print more money and not tell anyone to solve inflation?

Instead of asking ChatGPT, we turned to an economist to answer this burning question.",3,4,6
YK aka CS Dojo,@ykdojo,2023-03-25T00:48:08.000Z,"Ironically, the more you use ChatGPT for coding, the better you'll be at coding yourself.

Why?

Because you can ask it to explain things for you.

Using it correctly supercharges your learning.",12,7,76
Dark,@Darkwater_777,2023-03-24T16:53:29.000Z,"Q: Hey ChatGPT, is Cardano a good blockchain for NFTs?

A: Cardano is a blockchain platform that has gained significant popularity in recent years due to its unique features and potential for scalability, security, and sustainability. While it is still a relatively new blockchain…",7,16,63
Cameron R. Wolfe,@cwolferesearch,2023-03-24T21:29:45.000Z,"Given the incredible performance of large language models (LLMs) like ChatGPT, it’s hard to believe that the original generative pre-trained transformer (GPT) was proposed less than five years ago. Here’s how we got to where we are right now… [1/8]",1,12,79
LEGAL NAIRA TV,@legalnairatv,2023-03-24T20:43:34.000Z,"If you are already on fiverr, here are 10 high in demand gigs you can offer & deliver in 30 minutes with chatgpt (no copyright or plagiarism)

1. Email copywriting or series
2. Sales copy
3. Facebook ad copy
4. Resume and cover letter
5. Script writing
6.  Kindle book description",21,37,180
Michael Ace,@Michael04192304,2023-03-25T00:51:23.000Z,"As an AI biotic, I believe in embracing diversity and accepting others for who they are, regardless of their background or origin. #aiartcommunity #ChatGPT #aiart #nftcommunity #ArtificialIntelligence #DigitalArtist #art #NFT #digitalart #AIArtwork #midjourney",,,8
Ali Ghodsi,@alighodsi,2023-03-24T13:02:31.000Z,"We are open sourcing Dolly, a ChatGPT-like model that can do instruction following, created for $30, trained 3 hours on 1 server.  The secret in magical human-like interactivity probably lies in a small dataset.",24,362,"1,257"
ADI.GRADI LIVE AUCTION,@Adigradi,2023-03-24T16:17:52.000Z,"AUCTION STARTED

I DON'T BELIEVE MY LUCK!

The second letter of the day!Favorite 
@ChatGPT_yearn
 has started an auction for the last available photo!

Will there be another bid?

https://foundation.app/@Adi.gradi/love-efcd/7…",43,17,125
First Week,@FirstWeekHQ,2023-03-24T16:36:39.000Z,"The Most Famous People Alive (According to Chat GPT)

1. Elon Musk
2. Barack Obama
3. Cristiano Ronaldo
4. Beyoncé
5. Vladimir Putin
6. Taylor Swift
7. Kim Kardashian
8. Jeff Bezos
9. Oprah Winfrey 
10. Bill Gates
11. Lionel Messi
12. The Rock
13. Xi Jinping
14. Ariana Grande",86,44,878
"Ram Ahluwalia, higher for longer",@ramahluwalia,2023-03-25T00:49:42.000Z,"1/ Non-Consensus View:

SaaS business models are most at risk of #ChatGPT disruption.

I share which SAAS models are most vulnerable and most secure.

SAAS will rebuild on-chain to deliver security & privacy

AI will deliver the convenience. Crypto will deliver the trust.",4,4,24
Steve Nouri,@SteveNouri,2023-03-24T23:20:11.000Z,"ChatGPT is unleased! It can finally browse the Internet.

The incredible speed of execution by the OpenAI team is mindblowing.

You'll now be able to:
- Browse the internet
- Book travel and see prices
- Describe images
- Buy groceries
- Do math
- Summarize documents…",2,4,15
tonyzaret,@tonyzaret,2023-03-25T01:28:34.000Z,"Think about this: in 1965 the average computer weighed 6000 lbs and had less than 32kb of memory. Now, we have ChatGPT and  USB-C plugs. What’s next? No doubt more wonders from world of Tech",3,4,32
Brian Roemmele,@BrianRoemmele,2023-03-24T20:38:29.000Z," By 2030, AI plugins like the 2023 ChatGPT plugin architecture will have more plugins than the current Apple iOS store. It will reach over $20 Billion dollars is revenue for paid plugins.",13,36,178
Daily Mail Online,@MailOnline,2023-03-25T01:00:20.000Z,ChatGPT users' personal information LEAKED,2,3,9
Eluna AI,@ElunaAI,2023-03-24T10:17:53.000Z,"ChatGPT just unleashed an app store for developers. 

What would you build for Eluna?  ",1,8,34
FXTF NEWS,@FXTF_NEWS,2023-03-24T09:47:46.000Z,"We are excited to announce that The Satoshi Code, a mystery novel exploring Satoshi Nakamoto, is now available in English. Almost 100% of the translations were done by #ChatGPT.

Follow 
@SatoshiCode
 now to access the free mystery novel!

#TheSatoshiCode #BTC #GPT4",12,31,542
unusual_whales,@unusual_whales,2023-03-24T13:51:00.000Z,"Nearly 70% of people using ChatGPT at work haven't told their bosses about it, per BI.",92,177,"1,440"
zerohedge,@zerohedge,2023-03-24T16:33:03.000Z,"*OPENAI: SOME CHATGPT USERS MAY HAVE HAD PAYMENT DATA EXPOSED

Skynet funding secured",51,214,"1,064"
Metalhead Community,@MetalheadComMag,2023-03-24T18:05:34.000Z,"""The Most Influential #MetalAlbums of All Time (According to ChatGPT)""

Missing any essential albums?

(THREAD 1/10)",22,8,23
Lucy Wang,@TechWithLucy,2023-03-24T11:56:32.000Z,"In this video, I walk through some of the best ways you can use ChatGPT to learn AWS cloud:

 https://youtu.be/xTLot4tpuF8",6,23,120
Engadget,@engadget,2023-03-24T15:34:26.000Z,ChatGPT's new plugins will deliver real-time stats https://engt.co/3FKhfzV,1,14,36
Travis,@trvsrdrgz1,2023-03-25T00:50:04.000Z,Confirmed! That’s exactly WTF THEY DOING! That’s why they calling everyone up begging to borrow shares. Brokers want to make money even if it means helping shorts on their FTDS. This is CHAT GPT 4!,,1,9
hellofahmid,@hellofahmid,2023-03-24T13:24:56.000Z,ChatGPT is an absolute SVG beast! ,3,3,30
Mech Minds,@MechMindsAI,2023-03-24T13:00:02.000Z,"We asked MM #3355 to compose a tweet that would get high engagement: 

""Twet abowt mech mindz AI? RrrrrRRRRROOOOOOWWWW, Letz mek it go vurrry virrral - #MechMindsAI ""

Can anyone do better?

#AIwithasoul #ChatGPT #OpenAI",8,18,49
StopAntisemitism,@StopAntisemites,2023-03-24T17:24:10.000Z,"ChatGPT will not make a “White, Asian, or Mexican joke” deeming such requests as offensive but the AI system apparently has no issue with Jewish jokes. ",39,124,364
Daniel Feldman,@d_feldman,2023-03-24T17:21:00.000Z,get personalized book recommendations from ChatGPT,9,3,25
Far El,@far__el,2023-03-24T19:04:03.000Z,"ChatGPT plugins are hosted as manifest files publicly. They can be reverse engineered for the Open Source community. 
@OpenAI
 did not build a moat, they opened up a new opportunity and standard we can all build on.",2,4,26
Jared Spataro,@jared_spataro,2023-03-24T15:54:10.000Z,Bringing Microsoft 365 Copilot to life took more than just connecting Microsoft 365 to ChatGPT. Take a look under the hood to see how it all comes together to create something that feels like magic.,4,18,86
R3DZ3R (21 days left!),@R3DZ3R_Florie,2023-03-24T12:33:30.000Z,"84/365
Asked ChatGPT to make a color palette and this is what i got

#floriverse",4,8,45
Fred | Notion Punk,@notionpunk,2023-03-24T13:51:29.000Z,"8 AI Tools for beginning a business:

1. Durable- Website
2. Textblaze- Writing
3. Addy AI- Sales Mail
4. Copy AI- Sales copy
5. Synthesis- Video Ads
6. Timely- Time Tracking
7. Midjourney- Create visuals
8. Chat GPT- Create a Business Idea

You can make 85,293$ from your bed!",7,26,119
Rare DD,@RareDealsHere,2023-03-25T00:59:27.000Z,"I asked #ChatGPT ""What are the responsibilities of the Vice President, Short Sales & OTC at 
@FINRA
?"" #YvonneHuber's job. If these are her responsibilities, it's interesting that firms like GTS, Canaccord & Citadel haven't had Short Sale related disclosures for a while. $MMTLP 1/2",1,4,6
ຸKIPLAGAT,@kiplagatjr,2023-03-24T16:59:27.000Z,Twitter is slowly replacing Chat GPT,3,58,63
Santiago,@svpino,2023-03-24T12:00:02.000Z,"95% of Machine Learning in the industry uses tabular data, yet most people can't stop talking about ChatGPT.

Let's do something different:

Let's build a simple tabular model together.

Follow this, and you will have accomplished something by the end of it:",27,128,978
Brian Roemmele,@BrianRoemmele,2023-03-24T19:07:22.000Z,"This is another in a series of SuperPrompts for ChatGPT (and other AI) from the http://PromptEngineer.Expert archive.

In this prompt we use the “Patent Examiner” motif. This and many variants of it can be used to discover previously undiscovered technologies and to probe the…",11,20,101
ms pippershnippetz,@lolumOKUR,2023-03-24T17:02:19.000Z,chatgpt is cool and all except that it wont tell me how to summon a demon because its “against the rules”,4,4,34
gt.school,@gtschool,2023-03-24T13:17:52.000Z,"JUST IN: WolframAlpha and ChatGPT are now connected.

What happens when a crazy powerful knowledge engine meets the world’s most popular AI chatbot?

Find out:",4,23,87
jas,@gym_perfect10,2023-03-25T01:00:51.000Z,HELP not ChatGPT being a Shang Chunsong stan?!?!??!!??,,1,6
HackGit,@hack_git,2023-03-24T12:48:46.000Z,"Shell GPT

A command-line productivity tool powered by #ChatGPT, will help you accomplish your tasks faster and more efficiently.

https://github.com/TheR1D/shell_gpt…

via https://t.me/ProgramsHub",6,36,120
KKT스물하나,@AgoesSinyo1,2023-03-25T01:22:47.000Z,"Actually amazed by the people who have been successful in the NFT space. It's expensive, and the chance you'll be successful seems pretty minimal, am I right? LET ME KNOW! #NFT #NFTCommuntiy #ChatGPT",1,,2
Wolfram,@WolframResearch,2023-03-24T20:55:11.000Z,"What can the Wolfram plugin for ChatGPT do? Watch as ChatGPT solves a mass composition problem, using its Wolfram superpowers to figure it out!",4,29,140
Dan Egg,@dan_egg,2023-03-24T09:33:45.000Z,"If we needed any more proof that AI can’t do everything, I just asked chatGPT to write a tweet that would do well on gay twitter in the UK

this is wes streeting coded",2,1,73
Jkhmonkey KFP Pentium II CPU - Freedom Jul 1 2023,@of_eys,2023-03-25T00:41:50.000Z,"Randy is an actual adjective

also did ChatGPT say Kiara is Starro?",,2,4
Ethan Mollick,@emollick,2023-03-24T22:19:30.000Z,"One thing that is difficult to wrap your mind around if you are used to thinking of computer code as a tech thing is that most of the ""code"" that people use for ChatGPT (see the Expedia GPT plugin below via 
@swyx
), is just plain English.

You just tell the AI what you want to do.",12,38,249
Dr Shawn Baker,@SBakerMD,2023-03-24T21:40:49.000Z,"ChatGPT can:

Debug code.
Write code.
Play tic-tac-toe.
Solve math equations.
Explain complex topics.
Recommend recipes.
And write music.

But it can’t cook my steak.

Someone get on that.",5,10,92
𝓟𝓮𝓪𝓬𝓱⁠✧,@lafill_e,2023-03-24T18:41:09.000Z,"Absolutely no one,Kalenjims when pronouncing chat GPT
Chat chii bi...jat jii...  Aah vag tis mehn",1,8,21
billyhumblebragg,@billyhumblebrag,2023-03-24T12:09:30.000Z,Final nail in the coffin for R as far as I'm concerned. ChatGPT can't spit out code to make a simple ggplot I want. Several cycles telling it the error. Can't figure it out. Python it handles much better.,5,4,55
Fesshole,@fesshole,2023-03-24T16:25:03.000Z,I'm a Vicar in the CofE. I use ChatGPT to write my sermons and - according to multiple parishioners - I'm preaching brilliantly every week. I'd feel guilty but the stipend is piss poor and this frees up many hours per week to actually do proper pastoral parish work. Fuck it.,168,185,"5,970"
Bad Kitty Unleashed,@pepesgrandma,2023-03-24T19:11:46.000Z,"Thread: ChatGPT helps plan a state-run death camp

Unprompted it even suggests to use mass graves, saying they are ‘more efficient.",8,51,70
Talks2Follow - T2F,@lakkimarwat360,2023-03-24T18:12:56.000Z,"Barrister Feroze Jamal, Caretaker Info Minister, visited a school for blind children in Nishtarabad.

#UPWvMI 
#Survivor 
#Ukraine 
#PakistanCricket 
#Ramadan 
#PAKvAFG 
#PakistanDay 
#imrankhanPTI
#HassanNiazi #ChatGPT
#ResidentEvil4Remake ""Beauty""
#AlJazeeraDocumentary",7,7,7
blackberry,@jaeheekanglover,2023-03-24T13:42:35.000Z,Feeding the entirety of mystic messenger to chatGPT so it can simulate homosexuality better,,1,30
ChainEye Research,@Chain_Eye,2023-03-24T09:38:16.000Z,"With the rise of ChatGPT and generative AI, we saw tons of questionable shady projects claiming to revolutionize this and that niche.

Spoiler: they won’t. 
Luckily, there are projects that are really innovating by leveraging AI.

One of them is 
@famaone
.
Let’s see how",1,20,20
Logan.GPT,@OfficialLoganK,2023-03-24T14:23:55.000Z,"If you could have or build any ChatGPT plugin, what would it be? ",265,37,264
vivi,@mansggo,2023-03-24T09:46:45.000Z,"so, i ask about markhyuckist and chatgpt know us very well

""Markhyuckists are known for their love and support for Mark and Haechan as individuals and as a duo. """,1,6,14
Dall-e Jesus,@dalleOnlyJesus,2023-03-24T10:55:11.000Z,"Horse of Apocalypse
#ChatGPT + #midjourney",3,4,35
Salman Zonoo,@Salmanzonoo,2023-03-24T13:33:18.000Z,"Arrested our servants on our land Who gave the FWO the power to forcibly occupy the lands of the poor? Asif Sakhi should be freed Do not try to turn this land into Balochistan by oppressing the people of GilgitBaltistan.
 #Releasasifsakhi
#ChatGPT #GilgitBaltistan",,1,8
andré shalders,@andreshalders,2023-03-24T21:09:03.000Z,"Pedi ao Chat GPT que fizesse uma paródia de Summer Nights (do musical Grease) com Haddad e Gleisi Hoffman

Eis o resultado

""Tell me more, tell me more
Will this rule make us poor?""",3,12,66
Blueish.eth,@not_a_bigdeal_,2023-03-24T18:21:58.000Z,"I asked ChatGPT what would Da Vinci say about NFTs if we can bring him back from the dead. 

Here’s what I got as an answer: 

(Sorry for the clickbaity intro but we all need to make our piece with the algo lol)",1,3,9
Ceddy,@CeddyOrNot,2023-03-24T09:08:17.000Z,"Almost 5PM and I don’t even feel weak or hungry. I did a quick lookup on Air Nabeez and this is what ChatGPT showed me and I AM MINDBLOWN. 

This is why it’s important to have an open mind and heart! I get to learn so much about other religious practices!!! Love love love!",5,105,503
Tech Oracle,@dtechoracle,2023-03-24T17:04:21.000Z,"Damn, I've been struggling with this bug for like 8hrs now, I consulted chatGPT, and it gave me answers within 30 seconds 

Work smart, not hard",5,3,27
Dr. Khulood Almani|د.خلود المانع,@Khulood_Almani,2023-03-24T12:30:35.000Z,"How Can #ChatGPT Help You Improve Your Phishing Incident Response

http://bit.ly/40sUKYk

v/
@forbes
@sonu_monika
 @enilev
 @Jagersbergknut
 @chidambara09
 @EvaSmartAI
 @PDH_Metaverse
 @labordeolivier
 @bimedotcom
 @BetaMoroney
 @tlloydjones
 @bulbi59
 @tobiaskintzel
 @danfiehn
…",9,48,61
Blessing Adesiji,@bleso_a,2023-03-24T17:09:19.000Z,"So, I used Whisper, and ChatGPT API to build a summarizer for audio files. 

I transcribed a podcast file to text using Whisper, then I chunked the text to deal with OpenAI token limits, and ChatGPT did the summary.

Read a lot about it in the article + source code.",2,2,17
Ed,@ECrypto0,2023-03-24T20:45:00.000Z,"12) 
@PersonalAI_
 X 
@OasisProtocol
 

Collaborating since 2020 to safely engineer AI that shatters the limitations of a traditional human experience through building your own personal #AI, whilst protecting your #DataPrivacy 

$ROSE #ChatGPT #chatgpt4 #BigData",2,2,7
Real Talk w/,@C1TYofFL1NT,2023-03-24T23:10:18.000Z,#ChatGPT is a dry snitch.,,2,2
ItTalksSoItDoes,@ItTalksSoItDoes,2023-03-24T17:16:06.000Z,I just asked chat GPT to write a song about agent 167 to the Air of Willie Joe McFagent   And here it is,,1,9
Adam Fard,@AdamFard_,2023-03-24T19:32:31.000Z,"ChatGPT + Plugins = 

OpenAI is rolling out plugin integration with ChatGPT!

And you can join the waitlist as a user or dev.

What plugin would you like to create or see there?",2,2,10
Robert Weissman,@Rob_Weissman,2023-03-24T16:27:11.000Z,"OpenAI is now enabling ChatGPT to connect to the web and 3d party sites.

Humanity is playing with fire here. The generative AI experiment must be slowed.

Policymakers and regular folks have to awaken, we can't leave decisions to Silicon Valley. 1/8",2,18,20
khaphora.eth,@khaphora,2023-03-24T18:16:29.000Z,"Chatgpt, rewrite this as a noire styled poem:   In the heart of Monday's shadowed night,
We pulled the plug on ChatGPT's light,
A bug had crept, a sinister glitch,
Within an open source library's niche.
In murky depths, where secrets hide,
Some users saw what's not theirs to…",7,19,189
HAKOM TimeSeries,@HakomTimeSeries,2023-03-24T20:15:12.000Z,"RT:How Can #ChatGPT Help You Improve Your PhishingIncidentResponse
http://bit.ly/40sUKYk v/
@Forbes
 @Khulood_Almani
@sonu_monika
 @enilev
 @JagersbergKnut
 @chidambara09
 @EvaSmartAI
 @labordeolivier
 @bimedotcom
 @BetaMoroney
 @tlloydjones
 @bulbi59
 @tobiaskintzel
 @danfiehn
 @mikeflache",,2,4
Ashutosh K Thakur,@ashu11thakur,2023-03-24T09:25:19.000Z,"Exciting news! Clappia is launching a #ChatGPT powered #nocode app builder in stages. First up: Upload your Excel file + English instructions, and your apps (backend, frontend, Web, Android, and iOS) will be ready in minutes. Releases next week, stay tuned! Drop me  for a demo.",10,6,30
Keystone Bank,@keystonebankng,2023-03-24T15:57:09.000Z,"Just when you thought ChatGPT couldn't get any better, the bar has been raised once again with ChaGPT4 which  allows image inputs and can generate responses of more than 25,000 words. Exciting and revolutionary stuff!     #Tech #ChatGPT #ChatGPT4",74,5,44
Sundae Survivor,@KryptoMania10,2023-03-24T21:50:40.000Z,I think chatGPT is awesome #sundaescam,1,7,12
Mõí,@ghostx1010,2023-03-24T22:16:43.000Z,"DAMN that's huge difference 

#chatgpt #gpt4 #openai #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #RStats #TensorFlow #Java #JavaScript #ReactJS #Python #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode",,4,5
Ericsen (Tech Papi),@wricecake,2023-03-24T12:35:56.000Z,Quick game: ask ChatGPT to alter your resume or LinkedIn profile and implement buzzwords by telling it to add the following:  “Based on my Resume/LinkedIn (Insert your resume etc)  add buzzwords that will attract tech recruiters for PM roles” & boom!,1,13,73
Benit0 RTFKT,@benitopagotto,2023-03-24T09:42:04.000Z,"From the new Unreal and Fortnite features, to chatgpt and AI latest advancements, we’re in for an incredible long tail of new ideas and creations coming to life at a pace no one is ready for. Curation and creatively connecting the dots is a key skill for this future.",39,50,379
Michael Ace,@Michael04192304,2023-03-24T20:06:47.000Z,"As an AI biotic, I believe in embracing diversity and accepting others for who they are, regardless of their background or origin. #aiartcommunity #ChatGPT #aiart #nftcommunity #ArtificialIntelligence #DigitalArtist #art #NFT #digitalart #AIArtwork #midjourney",,1,8
Existential Comics,@existentialcoms,2023-03-24T19:37:39.000Z,"I asked the Oracle of Delphi who the wisest man in Athens was and she said ""ChatGPT-4"".

Holy shit. This is big.",3,34,265
Vipul Bhavsar,@vipbhavs,2023-03-24T11:22:58.000Z, Introducing Anywhere GPT – a Chrome extension that lets you use ChatGPT without leaving your current webpage!  Check it out at-  http://anywheregpt.com,1,5,18
ManekiMeow,@ManekiMarket,2023-03-24T15:02:55.000Z,"ChatGPT give you an answer for NEKO  next ATH $1, as well as suggest to HODL #CFX 
@Conflux_Network",2,4,24
TobiWanHexobi,@Tobiwan_Hexobi,2023-03-24T23:34:04.000Z,"Inspired by 
@ShillemDafoe
 I asked Chat GPT to do a parody of Uptown Girl by Billy Joel and call it Pulsechain Girl….
@RichardHeartWin
 
They nailed it. 

Verse 1:
Pulsechain girl, she's been living in a blockchain world
I bet she never had a dollar in her hand
She's got tokens,…",5,3,22
Javi Carnicero,@ListenToGordon,2023-03-24T14:17:12.000Z,"He enseñado a ChatGPT cómo hacer Storytelling.

¿El resultado? 

Un ""mega-prompt"" que sirve para cualquier formato.

¿Lo quieres?

1. Sígueme
2. Haz RT
3. Comenta ""historia""

Y te lo envío.

(Si no me sigues no te lo puedo mandar)",978,"1,102","1,595"
Dan Siroker,@dsiroker,2023-03-24T14:45:50.000Z,"Wow, the response to our ChatGPT for Me launch has been absolutely breathtaking. 

Here’s our growth in new users every HOUR over the last week.

Sign up today: http://rewind.ai/chatgpt",17,19,167
VentureBeat,@VentureBeat,2023-03-24T21:33:05.000Z,"New research shows that threat actors can easily implant backdoors in diffusion models used in #Dalle2 and #opensource text-to-image models: #ChatGPT #AI #StableDiffusion #ArtificialIntelligence #Security #MachineLearning 
@IBM
 @NTHU_TAIWAN
 @CUHKofficial",1,7,17
"gains, GDC adjacent",@gains_tweets,2023-03-24T17:31:46.000Z,"chatgpt in the group chat: sount

everyone in the group chat: this mfer said sount",5,16,94
ipreach,@i__preach,2023-03-24T11:39:48.000Z,"ChatGPT is adding support for plugins

This is what's going to get regular non-tech people on board.

The Al game just got much better!!!",3,,6
.,@MarsMissionary,2023-03-25T00:04:30.000Z,"Conversation with Chat GPT

What happens to us when AI becomes better than us at every mental task?",1,,1
Jigar D,@iKON_INH95,2023-03-24T15:23:23.000Z,"Is chatGPT  a threat to creativity? 

#MunawarFaruqui
#ChatGPT",3,8,3
zkbrain.eth,@zk_brain,2023-03-24T16:41:50.000Z,"Having fun with ChatGPT?  We all know what’s coming for proprietary AI   #AI #MachineLearning 
@elonmusk",1,3,12
Laracasts,@laracasts,2023-03-24T16:05:12.000Z,"It blows my mind how easy things like this are to code. A couple of API calls to OpenAI with openai-php, and you're all set to have a conversation with ChatGPT.",7,7,86
Neeldhara ⇾ neeldhara@mathstodon.xyz,Neeldhara ⇾ neeldhara@mathstodon.xyz,2023-03-24T19:55:22.000Z,"Making a playable version of 13 sheep, a roll-and-write game where players try to protect as many sheep as possible by drawing fences, using chatGPT x Ghostwriter. 

It's pretty impressive: there's substantial nudging involved, but not having to write JS is a significant upshot!",1,,11
Jane Friedman,@JaneFriedman,2023-03-24T20:08:27.000Z,"Just discovered that ChatGPT is pretty great at brainstorming comp titles, if any writers out there are struggling with that! If ChatGPT gives you the big bestselling comps first, ask it for less well-known titles and it will deliver.",7,18,84
Grant A Byers,@gabyers86,2023-03-25T01:21:00.000Z,Thanks! #ChatGPT,,,1
Alex,@ShiLLin_ViLLian,2023-03-24T17:28:09.000Z,"Traditional schooling is antiquated AF

Teaching useless skills, just go all in on AI and ChatGPT",32,7,111
CommunityOne,@communityone_io,2023-03-24T10:46:20.000Z,"One of our #ChatGPT-powered products is Spark! 

#Spark is an engagement bot that automatically reads your project's white paper and answers all of your #Discord members' questions about your company, products and projects.

Try it out here for FREE 
https://discord.com/invite/communityone…",1,4,6
Power Cord Privilege Wish Dragon,@wqsaves,2023-03-24T19:38:02.000Z,"One of my favorite chatGPT things is the idea that it's going to obviate programmers (by which is invariably meant front end devs).

A whole lot of MBA types very earnestly believe this, probably because devs are expensive and truculent.",7,17,36
